CODIGOAPOYO;PINTADOAPOYO;X;Y;CODIGOGEOGRAFICO
57836;1873059;1104905;1280300;67
57849;1907107;1104732;1279979;67
57850;1907115;1104737;1279990;67
57851;1907123;1104741;1279937;67
57852;1907131;1104748;1279938;67
57855;1907174;1104760;1279892;67
57856;1907182;1104755;1279899;67
55657;1874420;1105020;1280301;67
55658;1874438;1104979;1280306;67
55659;1874446;1104965;1280304;67
55660;1874454;1104951;1280285;67
55661;1795007;1104952;1280341;67
55662;1795015;1104957;1280349;67
55663;1795023;1105010;1280310;67
55664;1795031;1105043;1280324;67
55665;1795040;1105043;1280321;67
55667;1795058;1105056;1280300;67
55668;1795074;1105055;1280262;67
55670;1795104;1105050;1280269;67
55672;1795121;1105045;1280340;67
55673;1795139;1105030;1280374;67
55674;1795147;1105033;1280323;67
63858;1873415;1104936;1280290;67
63859;1873423;1104948;1280308;67
63860;1873431;1104943;1280340;67
63861;1873440;1104935;1280360;67
61385;2080133;1105035;1280695;67
61386;2080125;1104986;1280689;67
66199;2110199;1104701;1280212;67
66200;2110181;1104711;1280181;67
63862;1873458;1104887;1280283;67
63863;1873474;1104881;1280246;67
63864;1873482;1104868;1280236;67
63865;1873491;1104877;1280229;67
63866;1873504;1104883;1280220;67
63867;1873512;1104894;1280182;67
63868;1873521;1104883;1280180;67
63869;1873539;1104873;1280282;67
63870;1873547;1104922;1280279;67
63871;1873555;1104929;1280285;67
63872;1873571;1104864;1280316;67
63873;1873580;1104859;1280341;67
63876;1873610;1104856;1280303;67
63878;1873636;1104826;1280275;67
755120;1260162;1105241;1280262;67
77207;2064405;1104751;1280428;67
77208;2064413;1104767;1280391;67
77209;2064421;1104762;1280370;67
77210;2064430;1104734;1280481;67
77211;2064448;1104739;1280505;67
77212;2064456;1104728;1280503;67
77214;2064481;1104752;1280560;67
77215;2064499;1104699;1280545;67
77216;2064502;1104696;1280530;67
77217;2064511;1104680;1280545;67
77218;2064529;1104660;1280542;67
77219;2064537;1104659;1280527;67
77220;2064545;1104656;1280531;67
77221;2064553;1104741;1280437;67
77222;2064570;1104717;1280441;67
77223;2064588;1104694;1280433;67
77224;2064596;1104700;1280442;67
77225;2064600;1104673;1280428;67
70716;2000377;1104972;1280399;67
70717;2000385;1104925;1280400;67
70718;2000393;1104891;1280391;67
70719;2000407;1104865;1280386;67
70720;2000415;1104999;1280402;67
70721;2000423;1104974;1280395;67
70722;2000431;1104944;1280382;67
70723;2000440;1104937;1280382;67
70724;2061481;1104902;1280379;67
70725;2000458;1104886;1280372;67
70726;2000474;1104868;1280376;67
74072;2179814;1105493;1280108;67
73631;2243474;1104839;1280442;67
73632;2243482;1104840;1280414;67
73633;2243491;1104854;1280400;67
73634;2001713;1104861;1280366;67
73636;2001730;1104890;1280472;67
73637;2001748;1104915;1280478;67
73638;2001756;1104859;1280480;67
73639;2001772;1104877;1280479;67
70727;2000482;1105032;1280405;67
70728;2000491;1105028;1280416;67
73518;2064618;1104845;1279933;67
73519;2064626;1104823;1279884;67
73523;2064677;1104852;1279892;67
70729;2000504;1105025;1280454;67
70730;2000512;1105050;1280382;67
70731;2000521;1105049;1280405;67
70732;2061473;1105083;1280414;67
70733;2061490;1104951;1280492;67
70734;2061708;1104930;1280482;67
70735;2061503;1104923;1280456;67
70736;2061511;1104941;1280425;67
70737;2061520;1104947;1280401;67
70738;2061538;1104917;1280518;67
70739;2061546;1104913;1280517;67
70740;2061554;1104914;1280529;67
70741;2061571;1104934;1280584;67
70742;2061589;1104955;1280582;67
70743;2061597;1104977;1280586;67
70744;2061716;1104979;1280495;67
70745;2061601;1105001;1280507;67
70746;2061619;1105004;1280509;67
70747;2061627;1105008;1280497;67
70748;2061635;1105045;1280519;67
70749;2061643;1105068;1280514;67
70750;2061724;1105009;1280512;67
70751;2061651;1105011;1280523;67
70752;2061678;1104997;1280557;67
70753;2061686;1105007;1280555;67
70754;2061694;1104989;1280577;67
70756;2064138;1104815;1280569;67
70757;2061741;1104927;1280496;67
70758;2061759;1104927;1280509;67
70759;2061775;1104915;1280553;67
70760;2061783;1104915;1280561;67
73335;2059193;1104789;1280358;67
73336;2059207;1104809;1280362;67
73337;2059215;1104831;1280360;67
85164;2059321;1104815;1280112;67
85165;2059339;1104827;1280085;67
85166;2059347;1104814;1280085;67
85167;2059355;1104776;1280073;67
85168;2059371;1104755;1280075;67
85169;2059380;1104742;1280072;67
85170;2059525;1104751;1280065;67
85171;2059398;1104742;1280079;67
85172;2059401;1104849;1280090;67
85237;2059606;1104833;1280033;67
85238;2059614;1104824;1280039;67
85239;2059622;1104788;1280024;67
85131;2059070;1104696;1280354;67
85132;2059088;1104701;1280341;67
85133;2059096;1104745;1280352;67
85134;2059100;1104681;1280310;67
85135;2059231;1104689;1280329;67
80779;2001781;1104857;1280481;67
80780;2001799;1104829;1280499;67
80781;2001802;1104821;1280542;67
80782;2001811;1104811;1280551;67
80783;2001829;1104805;1280564;67
80784;2001837;1104780;1280559;67
80785;2001845;1104758;1280558;67
80786;2001853;1104767;1280551;67
80787;2064146;1104853;1280560;67
80788;2064154;1104873;1280568;67
80789;2064171;1104823;1280467;67
80790;2064189;1104796;1280464;67
80791;2064197;1104831;1280438;67
80792;2064201;1104827;1280421;67
80793;2064219;1104834;1280395;67
80794;2064227;1104835;1280377;67
80795;2064243;1104796;1280454;67
80796;2064251;1104774;1280453;67
80797;2064278;1104824;1280485;67
80798;2064286;1104815;1280511;67
80799;2064294;1104807;1280524;67
80800;2064308;1104809;1280523;67
80801;2064316;1104809;1280510;67
80802;2064324;1104804;1280556;67
80803;2064332;1104812;1280580;67
80804;2064341;1104811;1280503;67
80805;2064359;1104807;1280501;67
85173;2059410;1104868;1280099;67
85174;2059428;1104808;1280170;67
85178;2059479;1104841;1280180;67
85179;2059487;1104877;1280189;67
85180;2059495;1104886;1280146;67
85181;2059509;1104788;1280175;67
85182;2059517;1104801;1280158;67
85183;2059533;1104791;1280198;67
85184;2059541;1104780;1280231;67
85185;2059550;1104799;1280232;67
85186;2059576;1104766;1280172;67
85187;2059584;1104729;1280158;67
85188;2059592;1104763;1280153;67
85191;2059282;1104768;1280058;67
85192;2059291;1104733;1280056;67
85193;2059304;1104731;1280045;67
85194;2059312;1104742;1280049;67
85195;2059631;1104870;1279991;67
85196;2059649;1104838;1280008;67
85197;2059657;1104834;1280052;67
85198;2059673;1104842;1280082;67
80806;2064375;1104822;1280459;67
80807;2064383;1104824;1280453;67
80808;2064391;1104832;1280394;67
85136;2059118;1104676;1280373;67
85137;2059126;1104663;1280399;67
85138;2059134;1104657;1280409;67
85139;2059142;1104657;1280423;67
85140;2840456;1104657;1280446;67
85141;2840472;1104646;1280486;67
85142;2840481;1104639;1280518;67
85143;2059240;1104648;1280518;67
85144;2059258;1104643;1280523;67
88843;2345986;1105191;1280645;67
88845;2347008;1105216;1280544;67
88846;2347016;1105214;1280494;67
88848;2347024;1105111;1280534;67
88849;2347032;1105157;1280335;67
88851;2347041;1105108;1280318;67
92936;2287137;1105686;1280504;67
92937;2287145;1105692;1280483;67
103196;2408805;1105269;1280173;67
103197;2408813;1105247;1280357;67
103198;2408830;1105229;1280357;67
95459;2357011;1105659;1280652;67
95461;2357020;1105654;1280639;67
103200;2408821;1105184;1280352;67
210106;2887827;1104885;1279933;67
119037;2598221;1105013;1280129;67
119038;2598230;1105003;1280128;67
119039;2598248;1105084;1280238;67
119040;2598256;1105078;1280234;67
119041;2598272;1105109;1280280;67
119042;2598281;1105114;1280283;67
119043;2598299;1105131;1280319;67
119044;2598302;1105129;1280318;67
119045;2598311;1105162;1280356;67
119046;2598329;1105162;1280352;67
119047;2598337;1105183;1280389;67
119048;2598345;1105179;1280392;67
117760;2495856;1105620;1280828;67
117761;2495872;1105625;1280829;67
117762;2495881;1105581;1280823;67
122288;2740702;1105007;1280075;67
122289;2740711;1104996;1280070;67
119508;2733137;1105201;1280010;67
121820;2703386;1105777;1280556;67
121821;2717204;1105771;1280552;67
121832;2703408;1105811;1280279;67
121833;2717212;1105816;1280280;67
121836;2707110;1104978;1280500;67
121839;2707128;1105011;1280515;67
121231;2501210;1104729;1280534;67
120277;2738406;1104932;1280498;67
120278;2738414;1104928;1280493;67
121233;2501228;1104724;1280551;67
121234;2501236;1104722;1280568;67
121235;2501244;1104721;1280568;67
121236;2501252;1104711;1280581;67
121347;2742551;1105784;1280094;67
121348;2742578;1105794;1280084;67
121349;2742586;1105798;1280083;67
119091;2485851;1105306;1280549;67
119096;2485621;1105261;1280502;67
119097;2485630;1105280;1280545;67
119100;2485770;1105314;1280585;67
119101;2485672;1105310;1280580;67
119102;2485681;1105335;1280617;67
119103;2485699;1105328;1280621;67
119104;2485702;1105351;1280651;67
119105;2485711;1105356;1280647;67
119106;2485737;1105411;1280724;67
119107;2485729;1105408;1280724;67
119108;2485745;1105428;1280758;67
119109;2485753;1105428;1280757;67
121840;2559471;1105000;1280538;67
121842;2559498;1104992;1280585;67
121843;2717182;1104986;1280592;67
121849;2559501;1104976;1280153;67
121854;2559510;1104984;1280121;67
121860;2559528;1104987;1280113;67
121861;2559536;1104969;1280108;67
121862;2717140;1104974;1280109;67
121863;2559544;1105009;1280129;67
121864;2559552;1105030;1280158;67
121865;2559579;1105041;1280190;67
121866;2559587;1105059;1280205;67
121868;2559609;1105061;1280239;67
121869;2717158;1105063;1280242;67
121190;2702479;1105064;1280026;67
119033;2598183;1105054;1280198;67
119034;2598191;1105061;1280203;67
121319;2501724;1105402;1280183;67
121320;2501716;1105411;1280161;67
119035;2598205;1105034;1280166;67
119036;2598213;1105029;1280168;67
121346;2742543;1105781;1280115;67
122287;2740699;1105009;1280079;67
117763;2495899;1105586;1280818;67
117764;2495911;1105535;1280809;67
120751;2741423;1105778;1280114;67
6780;1093878;1105007;1279972;67
6781;1075471;1105157;1280052;67
2716;1069021;1105475;1280135;67
2717;1069039;1105486;1280053;67
2735;1069128;1105576;1280099;67
122649;3020371;1105435;1280700;67
1541;1061607;1105125;1280322;67
1580;1064312;1105166;1280252;67
1600;1061704;1105293;1280122;67
22436;1273809;1105789;1280359;67
22454;1273531;1105747;1280510;67
22455;1273540;1105743;1280523;67
17726;1202880;1105437;1280370;67
17727;1202898;1105436;1280345;67
17750;1202944;1105392;1280355;67
17751;1227327;1105194;1280390;67
23526;1162705;1105719;1280106;67
43972;1180924;1105567;1280608;67
23561;1162390;1105681;1280140;67
23562;1162454;1105708;1280123;67
36618;1447882;1105650;1280668;67
36619;1447891;1105655;1280670;67
21236;1204173;1105653;1280349;67
21237;1204181;1105650;1280344;67
21255;1329316;1105202;1280000;67
21274;1329243;1105292;1279980;67
21293;1329057;1105298;1280026;67
21294;1161849;1105292;1280040;67
21313;1204394;1105646;1280445;67
21314;1313240;1105441;1280190;67
21332;1273396;1105628;1280395;67
21333;1258192;1105229;1280253;67
21352;1329103;1105377;1279995;67
21370;1313401;1105495;1280082;67
21372;1313410;1105503;1280067;67
21390;1161741;1105291;1280115;67
21391;1161750;1105296;1280107;67
21409;1313649;1105304;1280171;67
21410;1313657;1105367;1280189;67
7263;1113348;1105507;1280495;67
3295;1060287;1105127;1280634;67
3296;1060295;1105173;1280635;67
3390;1052039;1105311;1280752;67
36805;1485806;1105106;1280071;67
36806;1485814;1105092;1280123;67
36845;1487221;1104720;1280138;67
32052;1330101;1105602;1280052;67
32075;1329910;1105395;1280000;67
3428;1048988;1105517;1280455;67
3429;1048996;1105620;1280529;67
29161;1314459;1105185;1280643;67
29162;1314475;1105193;1280629;67
29182;1263005;1105012;1280690;67
18174;1227386;1105237;1280359;67
18210;1203100;1105515;1280401;67
121172;2742446;1105192;1280628;67
18308;1248979;1105371;1280483;67
18320;1249037;1105447;1280488;67
19440;1203894;1105649;1280207;67
36846;1487248;1104717;1280123;67
121188;2702509;1105102;1280027;67
121189;2702487;1105096;1280035;67
19633;1312146;1105200;1280539;67
19649;1312316;1105127;1280534;67
19709;1312201;1105723;1280071;67
19746;1328824;1105832;1280214;67
18562;1249045;1105304;1280474;67
18579;1203584;1105592;1280236;67
18637;1249223;1105401;1280458;67
18638;1249231;1105419;1280479;67
18656;1227998;1105288;1280264;67
18731;1312073;1105247;1280514;67
18732;1249355;1105389;1280587;67
35908;1449214;1105617;1280827;67
35909;1449222;1105637;1280830;67
35928;1449435;1105637;1280637;67
35947;1449621;1105654;1280738;67
35966;1449834;1105693;1280630;67
35985;1450042;1105755;1280645;67
36002;2895072;1105755;1280717;67
36003;2895048;1105756;1280691;67
36023;1462407;1105663;1280658;67
31477;1262751;1105094;1280556;67
31478;1262777;1105047;1280613;67
31493;1263030;1104853;1280660;67
31494;1263048;1104834;1280656;67
121992;2588854;1105245;1280345;67
121993;2589401;1105283;1280355;67
121994;2589419;1105318;1280367;67
121998;2589427;1105322;1280364;67
122000;2717174;1105326;1280362;67
2099;1068407;1105536;1280287;67
2180;1068733;1105782;1280114;67
2198;1068857;1105346;1280271;67
2218;1068954;1105438;1280283;67
2273;1059327;1104815;1280140;67
19860;1312421;1105298;1280590;67
19861;1312430;1105319;1280619;67
19937;1228480;1105400;1280289;67
745790;4929845;1105403;1280014;67
19951;1312626;1105260;1280458;67
19992;1312782;1105218;1280432;67
19993;1312791;1105220;1280439;67
20013;1312944;1105211;1280477;67
31553;1263706;1105159;1280479;67
31554;1263714;1105140;1280484;67
43212;1539485;1104933;1279966;67
43213;1539493;1104922;1279942;67
43239;1539787;1104941;1280026;67
43240;1539795;1104936;1280023;67
1636;1068024;1105365;1280376;67
17655;1202804;1105309;1280359;67
18753;1203649;1105804;1280280;67
18771;1228315;1105371;1280277;67
29800;1411594;1105297;1280668;67
29801;1411608;1105291;1280667;67
29821;1453424;1105166;1280707;67
29822;1453432;1105172;1280684;67
1655;1055038;1104993;1280133;67
1830;1064584;1105688;1280058;67
1867;4064143;1105681;1280170;67
1886;1058959;1105046;1280348;67
1907;1059009;1105023;1280512;67
1965;1068245;1105298;1280537;67
23525;1162691;1105701;1280109;67
18792;1312006;1105351;1280632;67
18793;1203771;1105637;1280243;67
18868;1227840;1105528;1280240;67
18869;1227858;1105304;1280386;67
30063;1453939;1105437;1280739;67
30064;1453947;1105452;1280781;67
126472;2710871;1105656;1280057;67
52798;1919733;1104777;1280259;67
121831;2703394;1105808;1280282;67
121867;2559595;1105063;1280228;67
119029;2495929;1105532;1280803;67
119030;2495937;1105534;1280802;67
119098;2485648;1105287;1280540;67
119099;2485656;1105299;1280558;67
127012;2764598;1105764;1280197;67
63874;1873598;1104857;1280362;67
63875;1873601;1104850;1280377;67
55675;1795155;1105037;1280312;67
52799;1919806;1104791;1280249;67
85177;2059452;1104844;1280175;67
117754;2495791;1105696;1280833;67
120141;2730243;1105087;1280558;67
61387;2080117;1104975;1280690;67
134949;2768577;1105227;1280264;67
138142;2768844;1104767;1280562;67
138147;2768887;1105206;1280469;67
133018;2768224;1104738;1280546;67
134432;2777401;1105714;1280456;67
140963;2785200;1105361;1280679;67
144812;2787920;1105092;1280139;67
144813;2787911;1105096;1280138;67
139817;2778581;1105079;1280122;67
146953;2789914;1105270;1280193;67
146954;2789906;1105259;1280259;67
143369;2793938;1105443;1280325;67
143370;2793946;1105443;1280318;67
143371;2793954;1105447;1280304;67
143372;2793971;1105471;1280303;67
140847;2785072;1104750;1279992;67
140848;2785081;1104739;1280019;67
140849;2785099;1104734;1280037;67
140850;2785102;1104741;1280040;67
172739;2818647;1105786;1280113;67
173293;2812827;1105577;1280093;67
173188;1093886;1105016;1279980;67
173590;2828570;1105744;1280260;67
175601;2834626;1105585;1280592;67
173959;2828880;1104937;1280427;67
173960;2828898;1104934;1280433;67
173961;2828901;1104941;1280439;67
179060;2828049;1105394;1280096;67
188469;2843846;1105267;1280206;67
188174;2839971;1105008;1280097;67
188470;2843854;1105291;1280209;67
188471;2843871;1105294;1280213;67
188472;2843889;1105284;1280209;67
188473;2843897;1105282;1280214;67
188474;2843901;1105281;1280220;67
193054;2842050;1105264;1280435;67
193055;2842017;1105235;1280451;67
193056;2842084;1105222;1280407;67
193057;1312880;1105209;1280421;67
193058;2842076;1105184;1280415;67
193060;1312774;1105205;1280452;67
189450;2844427;1105858;1280084;67
188240;2843781;1105714;1280448;67
188241;2843790;1105747;1280459;67
188242;2843803;1105751;1280456;67
188243;2843811;1105744;1280464;67
188258;2843838;1104766;1280158;67
188178;2838354;1105827;1280188;67
188180;2838389;1105852;1280172;67
188181;2838397;1105847;1280132;67
188259;2843820;1104763;1280156;67
199694;2858185;1105622;1280619;67
199695;2858177;1105627;1280613;67
196449;2852781;1105670;1280667;67
196450;2852799;1105669;1280656;67
197000;2840251;1105569;1280568;67
197513;2853647;1105743;1280463;67
197333;2862913;1105721;1280353;67
197334;2862921;1105701;1280350;67
197335;2862930;1105710;1280364;67
197336;2862948;1105711;1280366;67
197337;2862956;1105702;1280367;67
209229;2894700;1105800;1280489;67
209230;2894718;1105799;1280491;67
209231;2894726;1105790;1280507;67
209232;2894734;1105791;1280517;67
209233;2894751;1105789;1280549;67
209234;2894742;1105779;1280546;67
209235;2894777;1105787;1280552;67
209236;2894807;1105773;1280550;67
209237;2894815;1105763;1280556;67
209240;2894823;1105782;1280560;67
209241;2894831;1105780;1280567;67
209242;2894840;1105781;1280589;67
208907;2902915;1105652;1280269;67
208908;2902923;1105639;1280269;67
208909;2902931;1105637;1280294;67
208910;2902940;1105621;1280294;67
209129;2895897;1105624;1280331;67
209137;2913551;1105805;1280183;67
209159;2877872;1105862;1280076;67
209160;2877881;1105852;1280077;67
209162;2877937;1105849;1280070;67
209178;2878101;1105835;1280181;67
209179;2878119;1105833;1280181;67
209180;2878127;1105829;1280175;67
209193;2878135;1105840;1280188;67
209195;2878143;1105841;1280191;67
201960;2877074;1105628;1280823;67
201961;2877082;1105630;1280815;67
201962;2877091;1105627;1280811;67
209200;2878208;1105827;1280288;67
209203;2878232;1105816;1280278;67
209204;2878241;1105816;1280276;67
208648;2889285;1105769;1280370;67
208649;2889277;1105759;1280374;67
209247;2894882;1105758;1280619;67
209248;2894891;1105750;1280616;67
209249;2894904;1105747;1280622;67
209250;2894939;1105772;1280646;67
209251;2894947;1105768;1280647;67
209252;2894955;1105764;1280669;67
209253;2894971;1105769;1280664;67
209254;2895021;1105752;1280659;67
209255;2895030;1105755;1280654;67
209259;2895111;1105749;1280780;67
209260;2895129;1105743;1280782;67
209264;2895170;1105744;1280780;67
209265;2895188;1105748;1280758;67
209266;2895196;1105736;1280750;67
209267;2895200;1105739;1280814;67
209268;2895218;1105736;1280824;67
209274;2895285;1105722;1280827;67
209205;2878259;1105823;1280294;67
209206;2878275;1105829;1280292;67
209207;2878283;1105825;1280325;67
209208;2878291;1105822;1280330;67
209210;2878313;1105812;1280361;67
209214;2878356;1105805;1280373;67
209215;2878372;1105795;1280380;67
209218;2878381;1105815;1280387;67
209219;2878399;1105813;1280393;67
209220;2894602;1105811;1280419;67
209221;2894611;1105807;1280418;67
209222;2894629;1105801;1280449;67
209223;2894637;1105796;1280457;67
209224;2894645;1105795;1280472;67
201155;2869756;1105157;1280298;67
201156;2869772;1105148;1280295;67
201157;2869781;1105149;1280281;67
201158;2869799;1105141;1280307;67
201159;2869802;1105150;1280286;67
201161;2870011;1105143;1280282;67
201162;2870029;1105146;1280281;67
209227;2894688;1105784;1280471;67
209228;2894696;1105786;1280464;67
209834;2909898;1104640;1280539;67
209835;2909901;1104636;1280535;67
209836;2909910;1104640;1280529;67
209844;2909979;1104650;1280467;67
209845;2909987;1104668;1280440;67
209846;2909995;1104671;1280440;67
210419;2901404;1105193;1280633;67
210420;2901391;1105189;1280623;67
210421;2901421;1105668;1280583;67
210422;2901412;1105670;1280595;67
210499;2901897;1104914;1280066;67
210500;2901889;1104917;1280062;67
210418;2901382;1105619;1280295;67
210501;2901901;1104910;1280089;67
209852;2910055;1104681;1280338;67
209853;2910071;1104681;1280335;67
209857;2910110;1104696;1280263;67
209858;2910128;1104700;1280251;67
209859;2910136;1104697;1280256;67
209868;2898276;1104715;1280164;67
209869;2898284;1104722;1280162;67
209870;2898322;1104734;1280068;67
209871;2898331;1104742;1280069;67
209876;2898381;1104744;1279988;67
209877;2898390;1104751;1279968;67
209878;2898403;1104756;1279975;67
209884;2898489;1104768;1279894;67
209885;2898497;1104776;1279877;67
210107;2887835;1104891;1279925;67
210151;2910322;1105627;1280286;67
210883;2911370;1105490;1280399;67
210884;2911388;1105501;1280391;67
210970;2920115;1104998;1280136;67
210971;2920123;1105013;1280159;67
210972;2920131;1105026;1280175;67
731646;2747821;1105727;1280759;67
731114;2960133;1105733;1280158;67
731645;2747812;1105733;1280747;67
731115;2960141;1105734;1280154;67
757940;1064428;1105493;1280412;67
757941;1064461;1105492;1280408;67
759399;5604494;1105345;1279996;67
759400;5604508;1105348;1279998;67
759401;5605172;1105341;1280008;67
759402;1072269;1105346;1280004;67
759403;1072161;1105346;1280009;67
759404;1072064;1105347;1280007;67
759405;1072366;1105342;1279999;67
759406;1072463;1105340;1280003;67
759407;1072561;1105336;1280002;67
759585;5605059;1105792;1280266;67
759586;6903495;1105793;1280259;67
759588;1192868;1105796;1280257;67
759587;6903509;1105801;1280252;67
758773;5608511;1105597;1280713;67
758774;5608503;1105615;1280715;67
761666;7331681;1105045;1280221;67
763430;7320078;1105731;1280269;67
763431;7320086;1105737;1280269;67
758975;1285661;1105572;1280704;67
758977;1285769;1105562;1280723;67
758978;1285777;1105557;1280726;67
758747;6898165;1105478;1280484;67
759746;5605253;1105682;1280517;67
759745;5605261;1105700;1280519;67
759747;5605288;1105674;1280514;67
759748;5605270;1105691;1280505;67
758970;1285564;1105596;1280713;67
757307;1261169;1105115;1280048;67
770735;8334421;1104690;1280547;67
759004;5604672;1105612;1280705;67
759008;5617316;1105608;1280707;67
759009;5617324;1105605;1280704;67
764300;7333960;1105633;1280284;67
771245;8334510;1105235;1280047;67
732151;2817446;1105477;1280153;67
732152;2817438;1105479;1280156;67
732223;2817314;1105539;1280114;67
732224;2817322;1105533;1280116;67
732221;2817292;1105713;1280403;67
732222;2817306;1105709;1280398;67
726629;2941732;1105369;1280633;67
726630;2941716;1105377;1280637;67
726631;2941724;1105380;1280661;67
726632;2941741;1105405;1280673;67
726633;2941759;1105410;1280661;67
729000;2974673;1104962;1280010;67
729001;2974681;1104950;1280010;67
